ID;name;Age;Gender;Color1;Color2;Size;Breed;Date_found;Adoptable_from;Posted;Coat;Neutered;HouseBroker;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in;;;;;;;;;;;;;;;;;;;;;;;
607;Samuci;5.33;male;black;tan;small;Dachshund Mix;04/05/2017;04/05/2017;5/14/2019;medium;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
608;Thália;3;female;striped;;small;Terrier Mix;01/01/2018;01/01/2018;5/14/2019;short;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
994;Túrkevei Gitta;2.5;female;striped;;medium;Unknown Mix;5/27/2019;06/03/2019;06/02/2019;short;yes;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4308;Berger;1.42;male;apricot;;medium;Unknown Mix;05/06/2019;05/06/2019;5/19/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4319;Kyd;1.33;male;black;white;medium;Staffordshire Terrier Mix;5/25/2019;5/25/2019;06/01/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1081;Preston;0.92;male;black;;medium;Unknown Mix;03/08/2019;03/08/2019;05/12/2019;medium;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4314;Morzsa;7.92;male;black;;small;Dachshund Mix;5/22/2019;5/22/2019;06/01/2019;medium;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1616;Dunavarsányi Dominó;4.08;male;black;white;medium;Puli Mix;1/13/2019;1/20/2019;5/24/2019;wirehaired;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
997;Túrkevei Zsóka;0.67;female;striped;;small;Greyhound, Vizsla, Weimaraner Mix;5/27/2019;5/27/2019;06/02/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
983;Hajdúsámsoni Brúnó;12.58;male;striped;;medium;Hungarian Greyhound;05/12/2019;5/31/2019;05/12/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1080;Paris;0.92;female;gray;;medium;Unknown Mix;03/08/2019;03/08/2019;05/12/2019;medium;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4320;Logan;2.5;male;black;;medium;Unknown Mix;5/23/2019;5/23/2019;06/01/2019;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1621;Ócsai Black Jack;1.33;male;black;;medium;Unknown Mix;5/13/2019;5/13/2019;5/28/2019;short;yes;;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4316;Dominika;9.5;female;black;brown;small;Dachshund Mix;5/23/2019;5/23/2019;06/01/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
986;Hajdúszoboszlói Titán;5.58;male;striped;;medium;Greyhound Mix;5/18/2019;6/30/2019;5/24/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3426;Zorka;1.67;female;white;;medium;Unknown Mix;04/09/2019;04/09/2019;5/18/2019;short;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
136;Colin;8.5;male;tricolor;;medium;Scotch Collie;05/11/2019;05/11/2019;5/25/2019;long;yes;;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23242;;3.5;male;black;;medium;German Shepherd Dog Mix;5/30/2019;6/14/2019;5/30/2019;medium;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1079;Carmen;0.83;female;black;;medium;Unknown Mix;02/07/2019;02/07/2019;4/26/2019;short;;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1589;Felsõpakonyi Boxi;1.08;male;gray;white;medium;Siberian Husky Mix;4/24/2019;4/24/2019;4/24/2019;short;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23166;Zeusz;2.58;male;yellow;brown;medium;Unknown Mix;05/07/2019;05/07/2019;05/07/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;Pilla;11.17;female;black;;medium;Unknown Mix;12/30/2013;11/20/2013;05/09/2019;short;no;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
871;e;11.75;female;black;;medium;Unknown Mix;11/12/2013;12/20/2013;4/27/2019;medium;no;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
865;Arzén;11.75;female;saddle black;;medium;Unknown Mix;10/13/2013;11/20/2013;4/13/2019;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
512;Kormi;2.58;male;black;;medium;Unknown Mix;4/28/2019;4/28/2019;05/10/2019;short;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;
23170;;2.58;male;yellow;brown;medium;Unknown Mix;05/08/2019;5/23/2019;05/08/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
864;Adél;10.33;female;black;brown;small;Unknown Mix;10/13/2013;11/20/2013;4/13/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1169;Borzas;2.58;male;gray;;medium;Unknown Mix;12/12/2018;12/12/2018;05/02/2019;long;;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
866;Baileys;7.92;female;black;;medium;Unknown Mix;10/13/2013;11/20/2013;4/13/2019;medium;yes;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
870;Csimbók;7.75;male;black;;medium;Puli Mix;10/13/2013;11/20/2013;4/14/2019;long;no;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
873;Paca_;9.17;male;white;;medium;Unknown Mix;10/13/2013;12/20/2013;4/30/2019;wirehaired;no;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4303;Abby;1.58;female;brown;;medium;German Shepherd Dog Mix;05/11/2019;05/11/2019;05/11/2019;short;yes;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1592;Wolfi;1.75;male;yellow;brown;medium;Unknown Mix;4/30/2019;05/02/2019;05/01/2019;medium;yes;;yes;yes;yes;yes;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
891;Rike;11.92;female;black;brown;medium;German Shepherd Dog Mix;8/22/2013;10/05/2013;05/07/2019;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
510;Tibi;3.58;male;apricot;;medium;Unknown Mix;05/07/2019;05/07/2019;05/10/2019;short;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;Csengersimai Pamilla;7.58;female;spotty;;medium;Greyhound Mix;4/16/2019;4/30/2019;4/23/2019;short;yes;;yes;;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
868;Bimbi;7.17;female;black;;small;Dachshund Mix;10/13/2013;11/20/2013;4/14/2019;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23176;Alpha;1.42;male;black;tan;medium;Unknown Mix;05/11/2019;5/26/2019;05/11/2019;medium;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23098;;1.67;male;striped;;medium;German Shepherd Dog Mix;04/01/2019;4/16/2019;04/03/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
863;Tequila_;11.92;male;black;;medium;Unknown Mix;10/13/2013;11/03/2013;04/09/2019;medium;no;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1569;Érdi Bella;9.75;female;black;white;large;Mastiff Mix;3/15/2019;3/30/2019;3/15/2019;short;;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1585;Zseton;1.67;male;black;;small;Bearded Collie, Labrador Retriever Mix;04/08/2019;04/08/2019;04/08/2019;short;yes;;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23107;;2.67;male;tricolor;;medium;Unknown Mix;04/04/2019;04/04/2019;04/05/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4270;Yoko;1.92;male;white;;small;Dachshund Mix;01/10/2019;01/10/2019;3/25/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
974;Debreceni Finlay;4;male;yellow;brown;medium;Greyhound Mix;04/01/2019;04/05/2019;04/04/2019;short;yes;;;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4253;Bolka;2.42;male;brown;white;medium;Unknown Mix;10/18/2017;10/18/2017;3/16/2019;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3411;Dani;3.67;male;gray;;medium;Unknown Mix;04/03/2019;4/27/2019;04/12/2019;medium;yes;;yes;yes;;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
4269;Nathan;1;male;brown;;medium;Unknown Mix;1/16/2019;1/16/2019;3/25/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3404;Lola;1.92;female;yellow;brown;medium;Unknown Mix;3/19/2019;4/13/2019;3/24/2019;short;yes;;yes;yes;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
7859;Bobek;11.67;male;black;;large;Labrador Retriever;04/10/2019;04/10/2019;04/10/2019;medium;no;;yes;yes;;;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
1077;Lora;4.75;female;brown;;medium;Unknown Mix;12/31/2018;12/31/2018;3/22/2019;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
504;Alex;4.67;male;brown;;medium;German Shepherd Dog Mix;03/01/2019;03/01/2019;3/19/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
971;Csengersimai Kende;0.92;male;brown;white;medium;Greyhound, Hungarian Greyhound Mix;11/05/2019;2/15/2019;3/22/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4267;Nadine;5.83;female;black;brown;medium;Unknown Mix;1/16/2019;1/16/2019;3/25/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1571;Újhartyáni Brúnó;4.58;male;black;;medium;Australian Shepherd, Labrador Retriever Mix;3/21/2019;3/21/2019;3/21/2019;medium;no;;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4264;John;1.5;male;apricot;;small;Dachshund Mix;01/10/2019;01/10/2019;3/25/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4265;Borcsa;1.42;female;apricot;;small;Unknown Mix;01/07/2019;01/07/2019;3/25/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4277;Hank;1.83;male;brown;white;medium;Unknown Mix;1/31/2019;1/31/2019;04/08/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3367;Judit;2.25;female;yellow;brown;large;Unknown Mix;01/03/2018;01/03/2018;2/24/2019;wirehaired;yes;;;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
23047;;1.75;male;black;;medium;Unknown Mix;2/26/2019;3/13/2019;03/02/2019;medium;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
856;Kölyki;1.42;female;black;brown;medium;German Shepherd Dog, Hound Mix;7/24/2018;2/24/2019;2/25/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
599;Ropi;13.08;male;gray;white;small;Yorkshire Terrier;05/05/2017;05/05/2017;03/01/2019;medium;yes;yes;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
3366;Ilcsi;5.75;female;black;brown;large;Unknown Mix;2/28/2018;2/28/2018;2/24/2019;medium;yes;;;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
3373;Balu;2;male;black;;large;Unknown Mix;12/26/2018;12/26/2018;2/24/2019;short;;;;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
1075;Annie;1.75;female;brown;;medium;Unknown Mix;02/07/2019;02/07/2019;03/09/2019;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1566;Nyíregyházi Béci;4.75;male;yellow;brown;medium;Belgian Malinois, German Shepherd Dog Mix;03/09/2019;03/09/2019;03/09/2019;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3399;Babi;1.08;female;black;brown;medium;Unknown Mix;2/20/2019;2/20/2019;03/12/2019;short;;;;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3363;Nyurga;2.42;male;yellow;brown;medium;Unknown Mix;7/26/2018;7/26/2018;2/24/2019;wirehaired;yes;;yes;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
1073;Penny;1.75;female;brown;white;small;Dachshund Mix;02/07/2019;02/07/2019;03/06/2019;short;yes;yes;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
857;Kölyki;1.42;male;black;brown;medium;Unknown Mix;7/24/2018;2/24/2019;2/25/2019;short;no;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2414;Chop;5.08;male;brown;;large;Unknown Mix;01/10/2019;01/10/2019;3/14/2019;medium;yes;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4236;Robert;3.75;male;apricot;;small;Unknown Mix;2/23/2019;2/23/2019;03/04/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1074;Paco;1.75;male;brown;white;small;Dachshund Mix;02/07/2019;02/07/2019;03/06/2019;short;yes;yes;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3365;Blacky;8.92;female;black;;medium;Unknown Mix;09/01/2015;09/01/2015;2/24/2019;short;yes;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
3362;Örs;7.08;male;black;;medium;Puli Mix;11/22/2016;11/22/2016;2/24/2019;long;yes;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
601;Ursula Temperamentumos;8.83;female;gray;black;small;Terrier Mix;12/12/2017;12/12/2017;03/01/2019;short;yes;yes;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
3375;Stoppos;6;male;black;;medium;Unknown Mix;12/27/2018;3/30/2019;2/24/2019;short;;;yes;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
3368;Káró;7.08;male;gray;;medium;Unknown Mix;10/01/2014;10/01/2014;2/24/2019;wirehaired;yes;;;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
582;Panka;3.92;female;golden;;medium;English Cocker Spaniel Mix;02/01/2018;02/01/2018;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;Malvin;9.25;male;golden;;medium;Vizsla Mix;10/01/2016;10/01/2016;2/13/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;Romana;4.08;female;black;tan;medium;Terrier Mix;12/10/2015;12/10/2015;2/13/2019;wirehaired;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;Simi;3.25;female;golden;;medium;English Cocker Spaniel Mix;04/10/2017;04/10/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4229;Dennis;1.75;male;black;;medium;Unknown Mix;2/15/2019;2/15/2019;2/22/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
579;Öcsi;5.33;male;gray;;medium;Terrier Mix;08/02/2016;08/02/2016;2/13/2019;wirehaired;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;Pancho;4;male;saddle black;;large;English Cocker Spaniel Mix;10/01/2016;10/01/2016;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;Smart;9.92;male;black;;medium;English Cocker Spaniel, Labrador Retriever Mix;01/10/2017;01/10/2017;2/13/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;Sly;4.25;male;golden;;large;English Cocker Spaniel Mix;05/10/2017;05/10/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;Miss Siss;4;female;black;tan;medium;English Cocker Spaniel Mix;1/18/2018;1/18/2018;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;Róka;4.92;male;golden;;medium;English Cocker Spaniel, Terrier Mix;10/01/2016;10/01/2016;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;Tirion;8.5;male;black;white;medium;Dachshund, English Cocker Spaniel Mix;9/28/2017;9/28/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;Sarolt;4.42;female;black;;medium;Labrador Retriever Mix;05/10/2016;05/10/2016;2/13/2019;short;yes;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
1067;Sally;4.92;female;gray;;small;Unknown Mix;9/22/2018;9/22/2018;2/19/2019;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
593;Teddy;2.58;male;red;white;medium;English Cocker Spaniel;10/21/2017;10/21/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3359;Huba;2.25;male;striped;;medium;Unknown Mix;12/07/2017;12/07/2017;2/22/2019;wirehaired;yes;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
585;Sancho;3.58;male;saddle black;;medium;English Cocker Spaniel Mix;12/16/2017;12/16/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;Bonnie;1.75;female;black;white;medium;Unknown Mix;02/07/2019;02/07/2019;2/20/2019;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
590;Sunny;9.58;female;golden;;medium;English Cocker Spaniel;05/02/2018;05/02/2018;2/13/2019;long;yes;;yes;;no;no;;;;;;;;;;;;;;;;;;;;;;;;;
573;Lizi;4.92;female;apricot;;medium;Golden Retriever, Terrier Mix;12/10/2017;12/10/2017;2/13/2019;short;yes;;yes;;no;no;;;;;;;;;;;;;;;;;;;;;;;;;
554;Dexter;5.92;male;black;;medium;English Cocker Spaniel Mix;01/10/2017;01/10/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;Kimi;7.25;male;black;;large;English Cocker Spaniel Mix;02/12/2018;02/12/2018;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
565;Jenõ;4.92;male;black;tan;medium;Rottweiler, Transylvanian Hound Mix;06/01/2017;06/01/2017;2/13/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
561;Jácint;4.5;male;black;;medium;English Cocker Spaniel, Vizsla Mix;12/10/2016;12/10/2016;2/13/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
558;Ginger;7.58;female;apricot;;medium;Unknown Mix;12/10/2017;12/10/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;Kiki;11.08;female;black;;large;Unknown Mix;1/26/2018;1/26/2018;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;Lancelot;7.25;male;golden;;medium;English Cocker Spaniel;10/17/2017;10/17/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
562;Jason;5.5;male;black;tan;medium;English Cocker Spaniel Mix;07/10/2017;07/10/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;Jep;6.67;male;golden;;medium;English Cocker Spaniel;1/17/2018;1/17/2018;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556;Dundika;4.33;female;black;;small;English Cocker Spaniel, Spitz Mix;12/20/2016;12/20/2016;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
563;Jedi;6.92;male;golden;;medium;English Cocker Spaniel;10/01/2015;10/01/2015;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557;Elton;8.25;male;golden;;medium;English Cocker Spaniel;09/01/2017;09/01/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
551;Change;4.33;male;black;;medium;Puli Mix;07/02/2016;07/02/2016;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;Dezsõ;3;male;black;;medium;Unknown Mix;5/15/2017;5/15/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;Challenge;4.33;male;brown;;medium;Unknown Mix;7/30/2016;7/30/2016;02/12/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
552;Dedi;4.75;male;saddle black;;small;Dachshund, English Cocker Spaniel Mix;1/20/2017;1/20/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
559;Ginnie;5.92;female;apricot;;medium;English Cocker Spaniel, Spitz Mix;12/10/2017;12/10/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
549;Brain;4;male;brown;white;medium;Border Collie Mix;12/20/2017;12/20/2017;02/12/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
553;Derrick;11.58;male;golden;;medium;English Cocker Spaniel;02/10/2017;02/10/2017;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;Gyémánt;8.33;male;black;;small;Unknown Mix;10/10/2015;10/10/2015;2/13/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4210;Bambus;4.83;male;brown;white;medium;Staffordshire Terrier Mix;1/21/2019;1/21/2019;1/27/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
544;Axa;2.25;female;dotted;;large;Akita, Boxer Mix;8/19/2017;8/19/2017;02/12/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4208;Ole;1.75;male;apricot;;medium;Unknown Mix;1/14/2019;1/14/2019;1/27/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4204;Smart;1;male;white;;small;Unknown Mix;1/25/2019;1/25/2019;1/27/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2412;Kiki;9.17;female;black;brown;medium;Rottweiler Mix;11/15/2018;11/15/2018;02/10/2019;short;yes;;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
22981;;1.83;female;black;;medium;Unknown Mix;1/31/2019;2/15/2019;02/01/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4225;Artúr;6.25;male;black;brown;medium;Unknown Mix;1/30/2019;1/30/2019;02/09/2019;short;yes;yes;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1167;Porc;4.67;male;black;tan;small;Dachshund;03/03/2018;03/03/2018;1/25/2019;short;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
546;Benõ;11.17;male;golden;;medium;English Cocker Spaniel;06/01/2017;06/01/2017;02/12/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Daisy;6.83;female;white;;small;Bolognese Mix;6/20/2018;6/20/2018;1/31/2019;long;yes;;;no;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
547;Bodza;7.67;female;golden;;small;English Cocker Spaniel;03/03/2017;03/03/2017;02/12/2019;long;yes;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
540;Anubis;3.33;female;white;;medium;Akita Mix;08/09/2017;08/09/2017;02/12/2019;long;yes;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
542;Ámor;9.25;male;golden;;medium;English Cocker Spaniel;10/01/2016;10/01/2016;02/12/2019;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
541;Aldo;2.75;male;dotted;;large;Akita, Labrador Retriever Mix;08/09/2017;08/09/2017;02/12/2019;medium;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2408;Bogyi;1.83;male;brown;white;small;Unknown Mix;10/15/2018;10/15/2018;02/05/2019;short;yes;;yes;yes;;no;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3345;Rex;9.92;male;brown;;medium;Vizsla Mix;01/12/2019;01/12/2019;1/30/2019;short;;;yes;yes;;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
543;Arnold;2.25;male;striped;;large;Akita, Boxer Mix;8/19/2017;8/19/2017;02/12/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;Maci;7.83;male;black;;large;Labrador Retriever Mix;01/01/2019;01/01/2019;1/18/2019;short;yes;yes;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
7838;Törpi;2.25;male;black;tan;medium;German Shepherd Dog, Greyhound Mix;1/16/2019;1/17/2019;1/16/2019;short;yes;yes;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4193;Mariah;8.92;female;brown;;medium;Unknown Mix;01/10/2019;01/10/2019;1/16/2019;short;yes;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
852;Bento;8.92;male;yellow;brown;small;Chihuahua Mix;06/05/2014;7/15/2014;11/29/2018;short;no;;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
3320;Tina;2;female;black;;medium;Unknown Mix;12/05/2018;01/05/2019;01/03/2019;short;yes;;yes;yes;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
851;Ribizli;3.92;female;black;brown;medium;Dachshund Mix;07/08/2017;08/08/2017;11/29/2018;short;yes;;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1060;Cleo;7.08;female;striped;;medium;Staffordshire Terrier Mix;08/10/2016;08/10/2016;12/12/2018;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
318;Nina;5.17;female;brown;white;large;Akita;12/23/2018;12/23/2018;12/27/2018;medium;yes;;yes;yes;yes;no;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
666;Füsti;8.42;male;tricolor;;medium;German Shepherd Dog, Siberian Husky Mix;12/03/2018;12/03/2018;12/10/2018;medium;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2406;Pogi;1.92;female;apricot;;large;Unknown Mix;10/15/2018;10/15/2018;1/13/2019;short;yes;yes;yes;yes;yes;;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1063;Héra&Amp;1.92;male;black;tan;medium;Unknown Mix;12/01/2018;12/01/2018;12/21/2018;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3325;Scooby;1.08;male;yellow;brown;small;Unknown Mix;07/04/2019;07/04/2019;01/03/2019;short;;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
